source_id,target_id,score
H8IL03102,H8VA10106,1
S8NV00156,H6GA05217,1
H8AZ01104,S6OH00163,1
H8OK05109,P00009621,1
H6MN02131,H8CA48035,1
H8CA10126,H2CA36439,1
H8CA10167,H2MN07014,1
H8CA25074,H8NJ07223,1
H2PA17079,H8TX32098,1
H8CA10126,H8FL26039,1
H8KS03155,H8NY15148,1
H6WA07458,H6FL07140,1
H0NC09187,S4IA00129,1
H8MA03106,H0WA03187,1
H6CO01141,S0NH00219,1
P00010454,H8CA10126,1
H2WA06129,H0CA10149,1
H8WA08189,H8CA25074,1
H8FL26039,H6NV04020,1
H8NJ02166,H8IA03124,1
H8NM02156,H6NC13129,1
S0NH00219,H8MI11254,1
H8MN05239,P00009183,1
H8TX21307,S0SC00149,1
H2MN07014,H8IL13150,1
H8CA25074,H8CT05245,1
H8OK05109,H8CO06229,1
H2NC11080,S4GA11285,1
S6PA00217,H4MA05084,1
H8WA08189,H8IA03124,1
P00009910,H4MT01033,1
H2WA06129,H8MN03143,1
H8NJ03206,H8AZ01104,1
H2PA17079,H8NY19181,1
H8VA02111,H8OK05109,1
S2WA00189,P00010298,1
H8GA06393,H8CT05245,1
H8KS03155,P00009092,1
H0FL19080,H6VA04061,1
H8AZ06103,P00009621,1
S0NM00058,H8CA05035,1
H2CA36439,H2CA28113,1
S6ME00159,H8NY11113,1
H0CA08101,H8CA25074,1
H0NY15160,H6VA04061,1
H0LA01087,S4CO00395,1
H8IA03124,H8CT05245,1
H2CA36439,H2CA43245,1
S0TX00233,S4MA00028,1
P00009183,P00006486,1
S6IL00151,P00011999,1
H2CA31125,H8PA15229,1
S8MN00578,P00010793,1
S0CO00286,P00009423,1
H8VA02111,H6NV04020,1
H8PA18181,H8IL14067,1
H4NY11138,H6WI03099,1
P60007168,H6FL08213,1
H8VA02111,H8TX23121,1
H4TX19136,H6WY00159,1
H6MN02131,H8GA07201,1
P00010454,S4VT00017,1
H4NY21079,H6FL13148,1
P00009795,H8ME02185,1
H0CA22102,S0ME00111,1
H2NY00010,P00012054,1
H8CA25074,H8NY22151,1
H8CA48035,H8PA15229,1
H2PA17079,H8CA48035,1
H2NV04011,H8CA10126,1
S8NV00156,H8CA10167,1
H0CA22102,H8GA06393,1
H8VA07094,H8CT04172,1
H2PA17079,H8OK05109,1
H6FL07140,H6MN02131,1
H0RI02139,H8KS03155,1
H8MN03143,H8NY15148,1
S0AR00200,S0AZ00350,1
H8TX23121,H4AZ07043,1
H0AR03055,H4MA03022,1
H8NY22151,H8NJ07223,1
H8NY21245,H0NH02181,1
S0NH00219,H6FL07140,1
P00009795,H8IL14174,1
H4AZ07043,H2CA31125,1
H8OH12180,H0LA01087,1
P00009621,H0TX28077,1
P00009795,H6MD04209,1
H4CA12055,H6CO01141,1
H8PA15229,H8CA48035,1
H8CT05245,H8TX32098,1
H8IL03102,H8IL13150,1
S6OH00163,P80006117,1
H8CA10167,H8NY19181,1
H8CA45130,H8PA18181,1
H0CA27085,H8CA48035,1
H8NM02248,H2CA28113,1
H8CA48035,S0AL00156,1
H4AZ07043,S0AZ00350,1
S6OH00163,S4MI00355,1
H8NY15148,H0NY15160,1
S4MA00028,S6OH00163,1
H8FL26039,H0NH02181,1
H8MI11254,H2NV04011,1
H8VA07094,H2PA17079,1
H8NY11113,H8ME02185,1
H6WA07458,H6IL08147,1
H8NM02248,S6PA00217,1
S4SC00240,H0WI07051,1
H8FL26039,H8IL14067,1
P00009423,H8MI13250,1
H6OH04082,S8MS00261,1
H8NJ07223,P80000722,1
H2PA17079,H8CA10126,1
H8SC01116,H8CA10126,1
H8MI11254,H8IL03102,1
H8IL14174,H8PA15229,1
H8VA07094,S0NH00219,1
H2CA31125,S0TX00233,1
H8PA04116,H6MN02131,1
H8NJ11142,H4CA12055,1
H8CA10167,S0SC00289,1
H0TX24167,P00009423,1
H0AZ01358,P60007168,1
P80006117,H8IA03124,1
H8MT01232,H8TX23121,1
S4GA11285,H2NC11080,1
H8CA39174,S0AZ00350,1
S8AZ00197,H8NJ03073,1
H6WI03099,S4MI00355,1
P00009423,H8NH01210,1
H8TX23121,H6CO07023,1
H8NE02220,H8VA02111,1
H2OH17109,P00011338,1
P00009423,H8GA06393,1
H8NY11113,H8NY19181,1
P00011338,H2OH17109,1
H0NH02181,S6RI00221,1
P00009621,H2WI02124,1
H8PA18181,H8IA01094,1
H8VA02111,H8IA03124,1
S4MI00355,H8AZ01104,1
H2CA31125,H2CA43245,1
H8CA39174,H2NV04011,1
H8CA10126,H8CT05245,1
H8NJ11142,H8TX07140,1
H8IL13150,H6MN02131,1
S6IL00292,P00010298,1
P00011999,H8NY11113,1
H8NJ02166,H0NH02181,1
S4NC00162,H0LA01087,1
H8TX23121,S8NV00156,1
S6IL00292,H8NE02220,1
S2NE00094,H0MO06073,1
P80000722,H8VA10106,1
H8NJ07223,S0AL00156,1
H6NV04020,H8TX07140,1
H0IA02156,S0IA00176,1
H6MN02131,H8TX32098,1
S4CO00395,H2GA09150,1
S8NY00082,P00011999,1
P00009621,H8ME01120,1
P00011833,H8CA25074,1
H8WA08189,P00009423,1
H8IL14067,H8TX07140,1
H8NJ11142,H8WA08189,1
H8WA08189,H8TX07140,1
H8TX32098,H8TX10185,1
H8MI08102,P80000722,1
H2TX35011,P00010454,1
H0WI07051,H0KY06104,1
H8KS03155,H8CA25074,1
H8SC01116,H8CA48035,1
H8FL26039,H8CT05245,1
H4MA03022,H0AR03055,1
H8NJ02166,H0GA07208,1
S0NM00058,H0CA10149,1
P00009423,H2CA36439,1
H8ME02185,P00010454,1
H0CA10149,H2WA06129,1
H8TX10185,S0AZ00350,1
H8NJ03206,P00009423,1
H2PA17079,H8CA39174,1
H6FL07140,H6OR03064,1
H4PA13199,H6MN02131,1
H8CA48035,P00009621,1
S0AL00156,S0CO00468,1
H8MN03143,H4NY24073,1
H4WA04104,S4LA00107,1
H8IL03102,S0GA00393,1
H8IL14174,H8IL13150,1
P00009423,H0CA22102,1
H8GA07201,H8FL26039,1
S0CO00500,H0NC02083,1
H8WA08189,H6NV04020,1
H8NY21245,H8NY27176,1
H4PA13199,H6WI03099,1
H2CA31125,H8PA18181,1
S0AL00230,S4AR00103,1
H8NY21245,H8NJ02166,1
H8CA10126,P00009795,1
H4PA13199,H8PA06087,1
H8CA10126,P80006117,1
H0GA07208,H8MI11254,1
H6MN02131,H2MN07014,1
H8MN05239,H8GA06393,1
H8FL26039,H8NY21245,1
H8NY19058,S0NM00058,1
H8KS03155,H6WI03099,1
H8NY11113,H8CA25074,1
H8NY19181,H2PA17079,1
H8NY11113,S6ME00159,1
H8TX10110,H8CA45130,1
S0NM00058,S8MN00578,1
H8IL14067,S6IL00151,1
H8TX22313,H8TX23121,1
H8MN05239,H8CT05245,1
H2CA00120,S0NM00074,1
H8UT04053,H8TX23121,1
H8NY21245,H8VA07094,1
H2WI02124,H0RI01073,1
H2TX33073,H8TX25159,1
H8NM02248,H8TX23121,1
H8MI11254,P00011999,1
S0NM00074,H0NM03110,1
H8NY22151,H6NV04020,1
P00010454,H8KS03155,1
H0CA22102,H8MN05239,1
H0IL05096,S4MI00355,1
S0AL00156,H8NJ07223,1
S0NH00219,H8VA02111,1
H8UT04053,H8KS03155,1
H8UT04053,H8CA39174,1
H8TX23121,H2WI02124,1
H0NC02083,P00010298,1
H2CA36439,H2CA31125,1
H8CA25074,H8FL26039,1
H4PA18131,H6TN09068,1
H4NY11138,H4PA13199,1
H2CA31125,H2CA36439,1
P80006117,H8NY19181,1
H2CA31125,H8CA45130,1
S8MI00372,H4WA04104,1
S6OH00163,H6MN02131,1
H8PA18181,H2CA31125,1
S0AZ00350,H0AZ01358,1
S0CO00500,H8NJ07223,1
H2CA31125,S4MA00028,1
H6NE03115,S4IA00129,1
H6FL18097,H2AZ08102,1
H0NH02181,H8MI11254,1
P00010793,H8VA02111,1
H0GA07208,H2CA31125,1
H8TX23121,H8VA02111,1
H0PA03271,H0IL11052,1
H8IA01094,H8NJ11142,1
H8NM02248,P00011999,1
H8MI13250,S0SC00289,1
H8CA39174,H8IA01094,1
S0NH00219,H8VA07094,1
H8MN05239,H0CA22102,1
P00009795,H8NJ07223,1
H8MI13250,H8NY15148,1
H6VA01117,H8NJ11142,1
H8NY22151,H8TX32098,1
H8IA03124,P00006213,1
H8NY11113,S0NM00058,1
H2NY13096,H8CA39174,1
H8CA25074,H8PA18181,1
H0GA07208,H0NH02181,1
S0KY00297,S8NJ00483,1
H8MI11254,H4CA12055,1
P80000722,S8MN00578,1
H8CO06229,H2CA31125,1
H6WI08155,H4WA04104,1
H8CA48035,H0CA27085,1
S8OR00207,P00010454,1
H8VA10106,S6PA00217,1
H6WA07458,H4AZ07043,1
P00010454,S6IL00151,1
H8MN03143,H8NJ02166,1
H8TX32098,H2PA17079,1
S0AL00156,H8IA03124,1
H8CT05245,H8MN05239,1
S8NV00156,H0GA07208,1
S0SC00289,P00010454,1
H8GA06393,H8IA01094,1
H0CA22102,H8CA10126,1
S0TX00233,H8OR05107,1
H8TX32098,H8WA08189,1
H6CA24303,H2CA31125,1
H8NJ02166,H8NH01210,1
S4AK00214,S4NC00162,1
H8NY11113,H8MI08102,1
S6PA00217,S8NV00156,1
S4MA00028,H8IA01094,1
P00011999,H8IL14174,1
H8TX07140,H8MN03143,1
S6PA00217,S0AZ00350,1
H8WA08189,H8CA45130,1
H8VA02111,H6MN02131,1
H8TX22313,P00009423,1
H2CA31125,S8NV00156,1
H8GA07201,H8VA07094,1
H4TX19136,H0GA09030,1
H8NM02248,P80000722,1
H8IL14067,H8FL26039,1
H8TX07140,H8GA07201,1
P00010298,H8AZ08083,1
H2TX33073,S0AZ00350,1
P00010298,H8VA07094,1
H8GA07201,H8NY21245,1
H8CA45130,H8VA02111,1
H8MA03106,H8IA03124,1
H0NH02181,H8CO06229,1
H0NY15160,S8NV00156,1
H8VA07094,S0TX00233,1
H8IL14174,H0CA22102,1
S6IL00151,S8MN00578,1
P00010520,H0GA13115,1
H8TX23121,H8MN05239,1
P00006486,P00009183,1
S4CO00395,H6MI01226,1
S4MI00355,H2TX33073,1
H0GA07208,H8PA15229,1
P80006117,H8CA05035,1
S8NV00156,S4MA00028,1
H8NY11113,P00009621,1
S4AK00214,H0GA09030,1
H2PA17079,H8VA02111,1
H0IL11052,H0PA03271,1
H0CA27085,S0NM00058,1
P00009290,H0TX24167,1
H6CA22125,H6CO03139,1
H2PA17079,H8GA06393,1
P60007168,H8CA05035,1
H8SC01116,H8VA07094,1
H6MI01226,H0NC09187,1
H8IL14067,S6PA00217,1
H8TX23121,H8CA09060,1
S0NM00058,H4CA11081,1
S0AZ00350,H8NY21245,1
H8PA15229,H8NJ03206,1
H6GA05217,H2AZ07070,1
H8VA10106,H8IL14174,1
H8CT05245,H8NJ03206,1
H8NY11113,H8TX23121,1
H8NY11113,H8VA02111,1
H8PA15229,H8IL14067,1
S2SD00068,S4SD00049,1
S4AK00214,S4CO00395,1
P00009092,H8TX10185,1
H6MN02131,H8AZ01104,1
S4MI00355,H4PA13199,1
S4MA00028,H8NJ02166,1
P00010298,H8MT01232,1
H8MI11254,H8CA10126,1
H2PA17079,H8NH01210,1
H0NY15194,H8GA07201,1
H8OR05107,H8TX23121,1
H2GA02031,H4MA03022,1
S4IA00129,S0SC00149,1
P00009423,H8PA07200,1
P60007168,S0AL00156,1
H8PA15229,H8IL14174,1
H0GA07208,H8ME02185,1
H8CO03192,S0CO00468,1
P00009423,P00006213,1
S4AR00103,S0FL00338,1
H4PA13199,H0NY15160,1
H8TX23121,P60007168,1
H8NM02248,P00010298,1
H6FL04105,H4MS02068,1
S0SC00289,H8MA07032,1
H8TX07140,H8CO06229,1
H8SC01116,H8MI11254,1
H8TX10110,H0NC03248,1
H8GA07201,H8PA18181,1
H0OK05205,H0OK05213,1
H8MI11254,H8NY21245,1
S0AZ00350,S6MT00162,1
H8IA03124,H0AZ01358,1
H8CA10167,P00010793,1
H8IA01094,H8VA07094,1
H6WA07458,S0NH00219,1
H6CO01141,H8NJ11142,1
P00009183,P00011999,1
S8OR00207,H8IL14174,1
P00010298,S6IL00292,1
H6CO01141,H8MI11254,1
H8CT05245,H8GA06393,1
P00009423,H8TX24111,1
H0FL19080,H8CA45130,1
H8MA07032,H8MN05239,1
H0GA07208,H0NC03248,1
H8CA39174,H2NY00010,1
S0AZ00350,S6NH00091,1
H8NM02248,H0NH02181,1
P00011338,P60007168,1
H6NV04020,S0AL00156,1
H8IL14174,H8PA18181,1
H6TN09068,H2TN07103,1
H2TX33073,S4MI00355,1
H8NY21245,S8NV00156,1
H0NH02181,P00010298,1
H8IL14067,H0GA07208,1
H8CT05245,H6FL07140,1
H8CA10167,H8NJ11142,1
H8WA08189,H8NJ11142,1
H0KY06104,S4SC00240,1
H8IA01094,H8CT05245,1
H8MI11254,H8MN03143,1
H8CO06229,S6NH00091,1
H8WA08189,H8NJ03206,1
P00009290,H8FL26039,1
H0TX24167,P00010298,1
H8CA39174,H8IL14174,1
P80006117,S0DE00092,1
H8CA10167,H8GA07201,1
H8ME02185,H8SC01116,1
H0NY15160,H0MI06152,1
H8VA02111,H2PA17079,1
S0AZ00350,H8NJ02166,1
H2PA17079,H8IL14174,1
S2MT00096,H4MT00050,1
S0NM00074,H2CA00120,1
H8TX23121,S0CO00500,1
S6NH00091,P00009423,1
H2CA00120,H2CA36439,1
P00009423,H2IL02172,1
S4MA00028,H8MN03143,1
H6VA04061,H4NC12100,1
H8GA06393,H6MN02131,1
H0RI02139,S8NV00156,1
H0OH05074,P80000722,1
H8NJ03206,H8CA10167,1
S2KY00012,H8CA20059,1
H2NV04011,H2CA36439,1
H6VA01117,H6WA07458,1
P00010793,H0CA27085,1
H8CO03192,H8GA06393,1
H8NY22151,H8CA45130,1
H8PA06087,H8KS03155,1
H8CO06229,H8CA10167,1
S0NM00058,H0CA22102,1
H4CA12055,H6FL07140,1
H8NE02220,S0AZ00350,1
H2NY22139,H8NJ03206,1
H8CA10126,P00009621,1
P00010520,H8CO06229,1
H8GA06393,H8NJ11142,1
H8TX07140,H8NY22151,1
H0NY29054,H6WI08155,1
H2IL02172,P80000722,1
H8NJ11142,H8KS03155,1
H8NJ02166,P00009621,1
P00009621,S2VA00142,1
H0TX24175,H8TX23121,1
P80006117,H8MI11254,1
H8CA25074,H6MN02131,1
S4IA00129,H0GA09030,1
H8CA10126,H6NV04020,1
H8VA07094,H8IA01094,1
H2CA31125,H8NY21245,1
H8AZ08083,H4CA11081,1
H8CA45130,H8NY22151,1
S0TX00233,H2CA31125,1
H8IL03102,H0NH02181,1
H8IA03124,H8CA25074,1
S0NM00058,H8AZ08083,1
H4MS02068,H6TN09068,1
H8IA01094,H2NV04011,1
H4CA12055,H8NY22151,1
H8VA10106,H0GA07208,1
H0NH02181,H8MN03143,1
H8IA01094,H8NJ03206,1
H8NH01210,H6MN02131,1
H2PA17079,H8CA25074,1
H8FL26039,H8CO06229,1
H8CA05035,H6MN02131,1
S6IL00292,H8CA05035,1
H2PA17079,H8VA07094,1
H8IL14174,H8AZ08083,1
H0NY11078,H0NC09187,1
H8NY22151,P60007168,1
H2CA31125,H8VA07094,1
S6IL00151,S0TX00233,1
H8AZ01104,S4MA00028,1
H8CA45130,H2PA17079,1
S0AZ00350,H8PA07200,1
H8NY21245,S4MA00028,1
S0NH00219,P60007168,1
H2CA31125,H8IA03124,1
P00009290,S0AL00156,1
H8TX10110,P00009621,1
H8MI13250,P00009621,1
H8TX07140,H8IA01094,1
P00011866,H0MA10082,1
H8VA07094,S6PA00217,1
S0NM00058,H2NY22139,1
H8PA06087,H4NY11138,1
H8MA07032,P80006117,1
H4WA05077,S2NE00094,1
H0CA22102,H8KS03155,1
H8NJ02166,H2CA31125,1
P00010793,H8NY11113,1
H8TX22313,S0TX00233,1
H2NY06116,H8CA39240,1
H8MN05239,H8TX23121,1
H8GA06393,H2PA17079,1
H8NJ02166,P80000722,1
H6VA01117,H8MI11254,1
S4VT00017,H8CT05245,1
H0RI01073,H8SC01116,1
H2CA31125,H8FL26039,1
H8VA07094,H2WA06129,1
S0AZ00350,H8NE02220,1
H8NJ02166,H2MN07014,1
H8NY22151,H8FL26039,1
P00010793,S0ME00111,1
H8IA01094,P00009621,1
S0AZ00350,H0NC03248,1
H8GA06393,H8PA15229,1
H8NY22151,S6OH00163,1
S4NC00162,H0CA50111,1
H0TX24167,H8TX23121,1
H6OR03064,H6FL07140,1
P00011833,H4CA16049,1
S0SC00289,S0NC00202,1
H8SC01116,H8NJ03206,1
H0NY15160,P00009423,1
H0NC09187,H8GA06286,1
H8NY19181,P80006117,1
P00009621,H8CA48035,1
S2TX00312,S4AR00103,1
H4MI04126,H4TX19136,1
H0GA09030,H6WY00159,1
S8MN00578,P00010298,1
S8AZ00197,H6AZ01199,1
S6VA00093,H0NY29054,1
H2FL25018,S6ME00159,1
H0NM03102,H6NV04020,1
H6WI03099,H4PA13199,1
H8IN04199,H6IN09176,1
H8NJ03206,H8CA25074,1
S0NM00058,S6PA00217,1
H8IL13150,H8KS03155,1
H0FL20120,H0FL21045,1
H8NJ11142,H8CA10167,1
H8CA45130,H0CA03078,1
H8IL03102,H8TX23121,1
P00010454,H6GA05217,1
H8VA10106,H8PA15229,1
S4MI00355,S0NM00058,1
H8VA10106,H8CO06229,1
H8NH01210,H2PA17079,1
H0CA27085,H8VA07094,1
H8TX07140,S0GA00393,1
H0RI01073,H2WI02124,1
H8NJ11142,P80006117,1
H8CT05245,H8KS03155,1
H8GA07201,H6MN02131,1
H8ME02185,H0CA27085,1
H6GA05217,S0CT00177,1
S6NH00091,H8CO02160,1
P00010298,H0NC02083,1
H8OK05109,H6CA44103,1
H8SC01116,H2WI02124,1
S0TX00233,H8TX22313,1
H6MI04113,H2GA09150,1
H0GA09030,S4AK00214,1
H8IA01094,S4MA00028,1
H2NV04011,H8TX32098,1
P00010520,P00009621,1
S0TX00233,S6PA00217,1
H8VA02111,H8FL26039,1
H2PA17079,H8IA03124,1
H8CO06229,H8MN03143,1
P80006117,H8CA10126,1
S2VA00142,P00009621,1
S6PA00217,H8FL26039,1
H8CA39174,H8MI11254,1
H8OK05109,H2PA17079,1
H4GA13034,P00009621,1
P00010454,S4MA00028,1
H6FL07140,H8FL26039,1
H4CA11081,H0CA10149,1
H8MN03143,P60007168,1
H8CT05245,H8IL14174,1
P80000722,H8NJ07223,1
H2CA43245,H2CA36439,1
H6CO01141,H8CT05245,1
H0TX02080,H4TX10028,1
S6IL00151,P00009621,1
H8MI08102,H8UT04053,1
H8VA02111,H8PA15229,1
H8KS03155,H8PA18181,1
H8MI13250,H8KS03155,1
H8CA10167,H8NJ07223,1
H6CO01141,H6FL07140,1
H8IL14067,H2CA31125,1
P60007168,P00011833,1
H8NM02248,H2CA36439,1
S0SC00289,H8GA06393,1
P00010298,S2WA00189,1
H0CA33117,H2NV04011,1
H8TX07140,H8IL13150,1
H8CA25074,H8TX07140,1
H8NJ03206,H2SC02059,1
S0GA00393,P00009423,1
H8PA07200,P80006117,1
H8GA06393,S0NH00219,1
H8NH01210,H2MN07014,1
H0NY15160,H8KS03155,1
H0NY11078,S8MI00372,1
H2MN07014,H8NJ02166,1
H8CA48035,P00009423,1
S6VA00093,H8VA10106,1
H6NV04020,H8NJ11142,1
S0ME00111,H0CA22102,1
P00009795,S4MA00028,1
H8VA02111,H8CA48035,1
H8CA48035,H8SC01116,1
H8NY22151,S0NM00058,1
H8PA15229,H8CA45130,1
H4PA18131,H8UT04053,1
H0AZ01358,S0AZ00350,1
H8CA48035,H8WA08189,1
H6GA05217,H8NJ03206,1
S0ME00111,H8NY15148,1
H8VA02111,H8CA45130,1
S0NC00202,S0NC00327,1
H8ND00096,H6CA22125,1
H6NC04037,S2NE00094,1
H2AZ07070,S0AZ00350,1
H8TX07140,H8WA08189,1
H8TX23121,H2CA28113,1
H6FL07140,H8CO06229,1
H0TX23086,S4GA11285,1
P80000722,S6PA00217,1
S4CO00395,S2KY00012,1
H8CA25074,H6NV04020,1
H8CA10126,H8ME02185,1
P00009183,H6GA05217,1
H8VA10106,H6MN02131,1
H8MA07032,H0CA22102,1
H8NJ11142,H8VA02111,1
H2GA02031,H0AR03055,1
H8NJ11142,H8CO06229,1
H8KS03155,S8NV00156,1
H8MI13250,H8TX23121,1
H4IL12060,H8TX21307,1
H4AZ07043,H6FL07140,1
H8CO06229,S0CO00286,1
H8NJ02166,H8KS03155,1
H8TX32098,H8PA15229,1
H8CA45130,H8WA08189,1
S6NH00091,H8IL14067,1
H8CT05245,H8VA02111,1
H8GA06393,P00009423,1
H2PA17079,H8WA08189,1
P00012054,P00010793,1
H8CO06229,S4CO00395,1
H8GA07201,H8IA03124,1
S8AZ00221,S4PA00121,1
H8MN05239,H8MA07032,1
H8CA05035,P80006117,1
H8NY22151,H8CA39174,1
H8TX07140,H8VA10106,1
H8NJ07223,H8NY22151,1
S4PA00121,H0NC09187,1
H8OR05107,H8VA05114,1
H2NY06116,H0IL11052,1
H8CA05035,P00009092,1
S4MA00028,S4MI00355,1
S4AK00214,S4AK00099,1
S0DE00092,H4MA05084,1
H0FL19080,P00009423,1
H0CA22102,H8TX23121,1
H0CA27085,P00009795,1
P60007168,P00009795,1
P00010298,H6GA05217,1
H6MN02131,H2CA31125,1
H8NM02248,H6TN09068,1
S0ME00111,P80000722,1
H8TX25159,S0ME00111,1
H8CA39174,H6NV04020,1
H8CO06229,H8OK05109,1
H8CA45130,H8AZ08083,1
H8NY21245,H8FL26039,1
H4CA16049,P00009621,1
H8TX07140,H8NH01210,1
H8IA03124,H8WA08189,1
H8GA07201,S0AZ00350,1
H8NY21245,H6MN02131,1
S0AZ00350,S4HI00136,1
S0NH00219,P80006117,1
S8NV00156,H8VA10106,1
S0CO00468,S0ME00111,1
H4IA03115,S0UT00165,1
S0IA00176,H0IA02156,1
H4AZ07043,H4CA12055,1
H6TN09068,H4MS02068,1
H2CA36439,H0CA10149,1
S6OH00163,S4MA00028,1
H8TX07140,H8MI08102,1
H8OK05109,H8CA25074,1
S8AZ00221,H8TX02166,1
H0GA07208,H8VA10106,1
S0AZ00350,H8CA10167,1
S8NV00156,H8NY21245,1
P00011999,P00010793,1
H8VA02111,H8IA01094,1
H8CA10126,H8NJ11142,1
H6CO01141,H6WA07458,1
P80000722,P00011999,1
S0NC00319,H0TX07188,1
H8GA06393,H8OK05109,1
P60007168,P00010520,1
S0CO00468,H8TX25159,1
P00009183,P00010520,1
H0TX02080,H8TX32098,1
H8TX23121,H8VA07094,1
H0IL05096,S0NH00219,1
H8CA45130,H2NV04011,1
H0NC09187,H2KY04121,1
H2TX35011,H8CT05245,1
H0NH02181,H0IA02156,1
S0NM00058,H8MN05239,1
H6TN09068,H4MA05084,1
H8GA06393,P80000722,1
H8AZ08083,H0NC02083,1
H0GA07208,H8IL14067,1
H6FL07140,H8MI11254,1
H8GA07201,H0NY15194,1
P60007168,H8NM02248,1
H8PA06087,S0AZ00350,1
S2NE00094,H4WA04104,1
P00006486,S0AL00156,1
H0NH02181,H8GA07201,1
P60007168,H0CT03072,1
H8NY15148,H8GA06393,1
H8FL13136,H2NC11080,1
H4AZ07043,H6GA05217,1
H8NJ07223,H8PA15229,1
S6PA00217,P80006117,1
H8CA48035,H8PA18181,1
H8CA45130,H8AZ01104,1
H0AZ01358,H8IA03124,1
H8NY24090,H8NY23183,1
H4GA13034,P00011833,1
H8MN03143,H8CA25074,1
H2NV04011,H8VA02111,1
H8CA45130,H8UT04053,1
H8PA18181,H8CO06229,1
H0IL11052,S4CO00395,1
H4PA13199,S4MI00355,1
H8AZ01104,P00009423,1
S4HI00136,P00010298,1
H8NY23183,H8NY21245,1
P00010793,H8CA45130,1
P00010298,H2CA43245,1
S0AL00156,P00010793,1
S4IA00129,H4MI04126,1
H8VA07094,H8IL03102,1
H0NC03248,H8TX10110,1
H2WI02124,H2NV04011,1
H8NJ03206,H0PA03271,1
S4CO00395,H2SC02059,1
S2TX00106,H0LA01087,1
H8PA07135,H8TX16166,1
H8IL03102,H8NY21245,1
H2CA31125,S0AZ00350,1
S0ME00111,H8MN05239,1
H8NJ02166,S6PA00217,1
S4MA00028,H6GA05217,1
S4NC00162,H6MI04113,1
H8AZ08083,H8IL14174,1
H8NY21245,H8CA10167,1
H8IA03124,S0CO00468,1
P80000722,S0GA00393,1
H2CA31125,H8AZ01104,1
S0CO00518,H8TX23121,1
S4IA00129,H0NC09187,1
S0FL00338,S4AR00103,1
S2NE00094,H4WA05077,1
H8TX23121,H8VA10106,1
H8MI11254,H6WA07458,1
S2KY00012,H8OH12180,1
H8CO06229,S8NV00156,1
H8ME02185,H8NY15148,1
H8WA08189,H8IL14174,1
H8NJ07223,H8CA10126,1
H2NV04011,H8NJ07223,1
H8FL13136,S8NJ00483,1
H8MN03143,H8GA07201,1
H8CA48035,H8OK05109,1
H8ME02185,H0GA07208,1
H8TX07140,S8NV00156,1
H8FL26039,H8CA10126,1
H6NV04020,H0NM03102,1
H4CA12055,S0NH00219,1
H8VA07094,H6WA07458,1
P00009621,H8NJ02166,1
H8IA03124,P00009423,1
H6NC13129,H8NM02156,1
H0TX24167,P00009290,1
S2NE00094,H0WA03187,1
H8PA05071,H8MN08043,1
P00010454,H8MI08102,1
H8CO06229,H8IA03124,1
H0NY29054,H2CA08164,1
S6PA00217,H8CO06229,1
H6NV04020,H8NJ03206,1
H8PA15229,S0AZ00350,1
H6CO01141,H4CA12055,1
H8SC01116,H8NY22151,1
H8IA03124,H8UT04053,1
H8VA10106,H8TX07140,1
S6NH00091,H8NJ11142,1
H4WI04183,H8MN05239,1
H8CA48035,H2NV04011,1
H8TX23121,S0GA00393,1
S6PA00217,H8NJ02166,1
H8FL26039,H8VA10106,1
H8SC01116,H2NV04011,1
H8MI11254,H8CA25074,1
H8AZ08083,S0NM00058,1
H8NV03036,H6NV04020,1
P00010793,S6VA00093,1
H8NJ03206,H8PA15229,1
H4PA13199,H0RI02139,1
S0SC00289,H8CA10167,1
H8PA18181,H8NY21245,1
P00010298,S8MN00578,1
H0NC03172,H4WA04104,1
H2WI02124,H8SC01116,1
H8MN03143,H4CA12055,1
S0NM00058,H8IL14174,1
H4NY04075,H6NY03247,1
H2NC13110,H8MS03125,1
H8PA18181,S8NV00156,1
S0AZ00350,H0IL05096,1
S0TX00233,P00009092,1
S0AZ00350,P00009795,1
P80006117,H8AZ01104,1
H8PA18181,H6NV04020,1
H8CA25074,H8KS03155,1
S6IL00292,H8TX10110,1
H4CA12055,H4AZ07043,1
H8NJ03206,S0AL00156,1
H8IA03124,H8MN03143,1
H8CO03192,P00010520,1
H0GA07208,H6MN02131,1
H8CO06229,H6VA01117,1
H8PA18181,H8CA39174,1
H6MN02131,S4MI00355,1
H8CA45130,H0CA08101,1
H8NY21245,S0AZ00350,1
H8MI11254,H8SC01116,1
H4MA05084,S0DE00092,1
H8OR05107,P80000722,1
H8MI11254,H8CA48035,1
H8CA10126,S0CO00468,1
P00009621,H8IA03124,1
H8NY22151,H8CA25074,1
H8IL14067,H8IL03102,1
H4CA11081,H6CA24303,1
S4GA11285,H4MN06087,1
H2TX35011,P00010793,1
H8SC01116,H8IL14174,1
H0OH05074,S0NM00058,1
S0NM00058,S6IL00292,1
H8TX10110,S0AL00156,1
S0ME00111,H8NJ07223,1
P00009795,P00011338,1
S0NC00202,H8NJ11142,1
H8AZ01104,H2AZ07070,1
H8NJ07223,H2NV04011,1
S0AL00156,H2NV04011,1
P00009423,H8CA48035,1
P00010298,H8PA06087,1
S2KY00012,S4IA00129,1
H2WA06129,S0CO00468,1
H0WA03187,H8MA03106,1
H8IL14067,S4MA00028,1
S0SC00289,H8MN05239,1
S0NH00219,H6VA01117,1
H8TX10185,H8TX07140,1
