source_id,target_id,score
S6IL00292,S6IL00151,3
S0AZ00350,S0NM00058,3
H8CA39174,H8VA07094,3
S0AZ00350,P00009092,3
H8CA45130,H8CA10167,3
H8IA03124,H8CA48035,3
H8TX21307,S8AZ00221,3
P00009795,P00010454,3
H8NJ07223,H8IA03124,3
S2KY00012,S0KY00156,3
S0TX00233,S0AZ00350,3
H8ME02185,H8NJ03206,3
H8GA06393,H8IL14174,3
H6GA05217,P80006117,3
H8FL26039,H8IA01094,3
P80006117,H6GA05217,3
H8VA07094,P80006117,3
H8NY15148,P00010298,3
P00011999,H8MT01232,3
S0IA00176,S0ME00111,3
H8MI11254,H8IA03124,3
H8TX23121,H8FL26039,3
P00009092,P00010454,3
H8MI11254,H8NY19181,3
P00010793,S0SC00289,3
S4CO00395,H0NC09187,3
H8NJ07223,P00009621,3
H8ME02185,H8FL26039,3
H8CA10126,H8VA07094,3
S8AZ00221,S2TX00312,3
H8ME02185,S0TX00233,3
H8NY19181,H8CA10126,3
H8FL26039,H8ME02185,3
H8ME02185,H8CA45130,3
H8NY15148,H8CA25074,3
P00010454,P00011833,3
H8IA03124,H8MI11254,3
H8IA01094,H8FL26039,3
H8IA03124,H8NJ07223,3
H8CA10167,H8VA07094,3
H8NM02248,H8KS03155,3
S0NM00058,P80000722,3
H8KS03155,H8FL26039,3
H8TX23121,H0OH05074,3
H8IA03124,H8GA06393,3
H8NJ11142,H8NJ02166,3
H8VA07094,H8CA48035,3
H8CA48035,H8KS03155,3
H8CA45130,H8FL26039,3
H8CA45130,H8KS03155,3
S2CT00132,P80000722,3
H8NJ03206,H8ME02185,3
H8IA03124,H6MN02131,3
H0LA01087,S4AR00103,3
H8FL26039,H6MN02131,3
S4AR00103,H6FL18097,3
H8IA03124,H8IL14174,3
H8TX10110,S0TX00233,3
H8KS03155,P00009621,3
S0FL00338,H4WA04104,3
P80000722,S0NM00058,3
H8NJ02166,H8SC01116,3
H8CA10126,H8MI08102,3
H8KS03155,H8GA06393,3
P00009290,P80000722,3
H8TX23121,H8CA10167,3
H8CA48035,H8VA07094,3
H8NJ03206,H8NJ07223,3
P80006117,H8CA25074,3
P00009092,H8TX23121,3
H8MN03143,H8VA07094,3
H8VA07094,H8NJ03206,3
H8FL26039,H8CA45130,3
P00010793,P60007168,3
H6FL18097,S8AZ00221,3
P00010454,P00009092,3
H8UT04053,H8ME02185,2
H2CA52089,H8NC09123,2
S6IL00292,P60007168,2
H8TX23121,H8IL06139,2
H0WA03187,H4WA05077,2
H8PA06087,H8IL06139,2
H8VA07094,H8NJ02166,2
H8OK05109,H8UT04053,2
H8OK05109,H8IA01094,2
H4CA12055,H6WA07458,2
P00009092,P60007168,2
H8NY22151,H8MN03143,2
H8IL06139,S4MI00355,2
S0TX00233,S0AL00156,2
H8AZ06103,H8NC09123,2
H8CT05245,P00010298,2
S0AL00156,S0IA00176,2
H8NJ11142,H8MI11254,2
S6IL00292,P00009423,2
H6MN02131,H8ME02185,2
P00009423,S0TX00233,2
S0ME00111,S0NH00219,2
H8TX23121,H8TX32098,2
H8CO06229,H8MI11254,2
H8IL14174,H8NJ03206,2
H8CO06229,S4VT00017,2
H8NC09123,S2WI00219,2
H8NC09123,H8TX32098,2
H8CA45130,H0CA27085,2
H6MN02131,S4MA00028,2
S6IL00151,S0AL00156,2
P00009795,S0AL00156,2
H8TX22313,H8TX07140,2
S8OR00207,S0AZ00350,2
H8TX07140,H8PA18181,2
H8CO06229,S4MA00028,2
H8IL06139,P00009423,2
H8IL06139,H8IA01094,2
H8VA07094,P00011999,2
P00010793,H8TX25159,2
H8NM02248,H8TX07140,2
H8ME02185,H8PA18181,2
H6WA07458,H6GA05217,2
H8FL26039,H8MI11254,2
S0NM00058,P60007168,2
H8NJ02166,H8CA10167,2
H8NJ07223,H8FL26039,2
H8TX07140,H8GA06393,2
S0AZ00350,H8MI11254,2
H8NM02248,H8NY22151,2
H8NC09123,H8AZ08083,2
H8PA15229,H6MN02131,2
H0LA01087,S2TX00312,2
H8IL14174,H6NV04020,2
S0FL00338,S2KY00012,2
H8NC09123,H8OR05107,2
H8FL26039,H8NJ02166,2
H2CA31125,H8CA10167,2
H0WA03187,H4WA04104,2
H8CO06229,H8VA07094,2
H8FL26039,H8TX32098,2
P80000722,H8AZ01104,2
S4MA00028,H8FL26039,2
H8VA05114,H8MA03106,2
H4PA13199,H8IL06139,2
H8CT05245,H8MI11254,2
H8UT04053,H8TX32098,2
S0NM00058,S0SC00289,2
H8NM02248,H8TX32098,2
H8NJ07223,H8NY19181,2
S2KY00012,S6ME00159,2
S4MA00028,S6PA00217,2
H8CA10167,H8PA15229,2
H6FL18097,H6OH04082,2
H8TX07140,P00009621,2
H8MI11254,H8IA01094,2
H8VA07094,H8IL14174,2
S0FL00338,H6FL18097,2
H8VA05114,S0TX00233,2
H8PA18181,H8CA10167,2
H8CA39174,H8GA06393,2
H8WA08189,H8IL06139,2
H8NY19181,H8TX07140,2
H8CA48035,H8IA01094,2
H8TX07140,H8TX22313,2
H8IL14174,H8VA07094,2
H8MN03143,H8ME02185,2
H8GA06393,H8TX07140,2
P00010793,H8TX32098,2
H8CO06229,S0AZ00350,2
H8TX23121,H4CA12055,2
H8UT04053,H8NJ02166,2
H8TX21307,S4AK00214,2
S6PA00217,H6MN02131,2
H8IL06139,H2TX33073,2
H6NV04020,H2NV04011,2
H8NY11113,H8IL14174,2
H8VA07094,S0AZ00350,2
S0TX00233,H8MA03106,2
S0NM00058,P00010454,2
S8AZ00221,H6MI01226,2
H8TX07140,H0TX24167,2
P00009795,H8TX23121,2
P00009290,P00009795,2
P00009621,H8MA07032,2
S0AL00156,P00010454,2
H8NY11113,P80000722,2
H8FL26039,H8NY19181,2
P00009621,H8TX07140,2
H8CA10167,H8CA25074,2
H2MN07014,H8IL06139,2
H4WA05077,H4WA04104,2
S4MI00355,P80000722,2
H6WA07458,H8MN05239,2
S8MN00578,S0AZ00350,2
H8MN05239,H8MI13250,2
H8CA39174,H8KS03155,2
S4AK00214,S4IA00129,2
P00006486,P00009423,2
H8PA18181,H8NJ11142,2
H8PA18181,H8TX32098,2
H8MI11254,H8TX07140,2
H6VA01117,H8NC09123,2
H8CA25074,H8ME02185,2
H8CA45130,S0AZ00350,2
H8AZ01104,P80000722,2
H8NC09123,H8CT04172,2
H8TX21307,S4AR00103,2
H8ME02185,H8MN03143,2
H8FL26039,H8NJ11142,2
H8CA48035,P00010298,2
P80000722,H8NY11113,2
H6WA07458,H8NC09123,2
H8NJ02166,H8NC09123,2
H6GA05217,H6WA07458,2
H8KS03155,H8TX32098,2
H8IA03124,H8PA18181,2
P00010298,H8IL06139,2
P00010298,H8CT05245,2
S0AZ00350,H8IL03102,2
H8OK05109,H8MI08102,2
P80006117,H8MT01232,2
H8CA10167,H8IL14174,2
S0NH00219,S4MI00355,2
H8CA10167,H8CA48035,2
H8NJ03206,H8MI11254,2
H8NC09123,H8OR02161,2
H8IL06139,H8NM01331,2
P00009621,H8NY19181,2
H8NJ07223,P80006117,2
S2TX00312,H6OH04082,2
H8IL06139,H2MN07014,2
H8MA07032,P00009621,2
H0TX24167,H8TX07140,2
H8IA03124,H0IA02156,2
H8CA05035,H8AZ01104,2
H0MI03282,H8NC09123,2
H8WA08189,H8NC09123,2
H8VA02111,H8IL14174,2
H8NY19181,H8IL14174,2
H8UT04053,H8OK05109,2
H8NJ03206,S0AZ00350,2
H8CA10126,H8TX23121,2
H8NC09123,H2NV04011,2
H8VA10106,H8CA10167,2
H8NJ07223,H8TX32098,2
H8NM02156,H0NC03172,2
S6OH00163,S6PA00217,2
H0NM03102,H8NM02248,2
H8NJ02166,H8IL06139,2
H8NC09123,H6FL07140,2
S0AL00156,P00009795,2
H4WA04104,H4WA05077,2
S0NH00219,P00009290,2
H8MI08102,H8SC01116,2
H8PA18181,H8TX07140,2
H8NC09123,H8TX06035,2
H8CO06229,H8CT05245,2
H4WA04104,H8TX21307,2
H0NM03102,H8NM01331,2
H8PA15229,H8CA10167,2
H8NC09123,H2WA06129,2
H8MA03106,H8VA05114,2
P00009423,H8IL06139,2
H8VA02111,P80000722,2
H8NJ11142,H8PA18181,2
S4MI00355,S0NH00219,2
H8VA07094,P00009423,2
S0IA00176,S0AZ00350,2
H8MI11254,H8PA15229,2
H8NJ03206,H8IL14174,2
H8KS03155,H8ME02185,2
P60007168,P00010454,2
H8CA39174,H8IA03124,2
P00010298,H8CA25074,2
S4MA00028,H8CO06229,2
H8TX10110,H8TX23121,2
H8NJ07223,H8ME02185,2
H8IL14174,P00010454,2
H8VA10106,H8VA07094,2
H8MI08102,H8OK05109,2
H8MN03143,H6MN02131,2
H8NY22151,H8VA07094,2
H6CO07023,H8IL06139,2
H8ME02185,H8CA25074,2
S0AL00156,H0TX24167,2
S2TX00312,H0NC09187,2
H8NM02248,H8CA10167,2
H8NY15148,H6GA05217,2
H8PA15229,H8MI11254,2
H8NJ11142,H8UT04053,2
H8OK05109,H8NY19181,2
H6CO07023,H8CO06229,2
H8MI08102,H8TX23121,2
S4MA00028,S0AZ00350,2
H6MN02131,S8NV00156,2
H6NC13129,H8TX21307,2
H8KS03155,H6NV04020,2
P00009795,H8NM02248,2
P80000722,H0CA27085,2
H8NY19181,H8TX32098,2
H8NJ11142,H8CT05245,2
P00011833,P00009795,2
H8MA03106,H8ME02185,2
H8ME01120,H8ME02185,2
P60007168,S6IL00151,2
H8TX07140,H8CA39174,2
H2NV04011,H8NC09123,2
H8TX32098,H6NV04020,2
H8NC09123,H2CA36439,2
H8VA05114,H8ME02185,2
H8CA10167,H8KS03155,2
H8IA03124,P80000722,2
P00009423,S4MA00028,2
H8ME02185,H8NY19181,2
H6CA46116,H6AZ01199,2
H0NY24063,H8NC09123,2
S2WI00219,H8NC09123,2
H8MI11254,H8NJ03206,2
H8CA25074,H8NM02248,2
H8CA45130,H8OK05109,2
H8IL06139,H8PA06087,2
H8VA07094,H8UT04053,2
H8CA10126,H8TX07140,2
S8NY00082,H8NC09123,2
S0TX00233,H8IA03124,2
H4NY11138,H8IL06139,2
S0IA00176,S0AL00156,2
H8IL14174,H8CA48035,2
P00010454,S0AL00156,2
H8TX23121,S0CO00468,2
H8FL26039,H8PA18181,2
P60007168,S0NM00074,2
H8CA48035,H8CA10167,2
H8IL14174,H8NY19181,2
H8NC09123,S6VA00093,2
H8TX23121,H8CA48035,2
H8GA06393,H8CA39174,2
H8TX25159,P00010793,2
H8IL06139,H8NH01210,2
P00009423,S6IL00292,2
S4MA00028,P00009423,2
S6IL00292,H6GA05217,2
H8CA25074,H8IL06139,2
H6MN02131,S6PA00217,2
H8NJ07223,H8CA39174,2
H8NM01331,H8IL06139,2
H8IL06139,H4NY11138,2
H8TX32098,H8IA03124,2
H8NY19181,H8TX23121,2
S6IL00151,P60007168,2
P00009795,P00011833,2
H8MI08102,H8VA07094,2
H8TX23121,P00009795,2
H8MI08102,H8ME02185,2
H8IL06139,H8TX23121,2
P00009621,H8IL06139,2
H0TX24167,H8NC09123,2
H8CA10167,H8NJ02166,2
H8NJ02166,H8FL26039,2
H8TX07140,H8NY19181,2
P00011312,P00010298,2
H8CA48035,H8CA39174,2
P00010298,S0NH00219,2
H8CA39174,H8NM02248,2
H8ME02185,H8NJ02166,2
P00009621,H4CA11081,2
H8TX23121,P80006117,2
H8IL06139,H8OK05109,2
H8OK05109,H8IL06139,2
H8TX23121,H0NY15160,2
P00010454,P60007168,2
H8IL06139,H8NY22151,2
H8NY19181,H8VA07094,2
S0NH00219,S0ME00111,2
S2CT00132,H8NC09123,2
H6NV04020,H8KS03155,2
H6CA44103,H8NC09123,2
P00009795,P00009290,2
H8PA18181,H8ME02185,2
H8IL06139,H8WA08189,2
H8KS03155,H8NY19181,2
H8MI11254,H8CA45130,2
P00010520,P00011833,2
H8NC09123,H8NJ02166,2
H4CA12055,P60007168,2
H8TX06035,H8NC09123,2
S0TX00233,P00009621,2
H8NJ02166,H8TX07140,2
H8CA10167,H8NM02248,2
H8GA06393,H8CA10126,2
S4IA00129,S8AZ00221,2
H8FL26039,S4MA00028,2
S4IA00129,S4AR00103,2
S0NH00219,H0NH02181,2
P00010454,H8IL14174,2
H8NC09123,S0CO00286,2
S2CT00132,P00009621,2
P00009621,S0TX00233,2
P60007168,S0NM00058,2
H8KS03155,H8CA10167,2
H8OR05107,H8NC09123,2
H0CA27085,P80000722,2
P00010520,P00009795,2
P00009092,S0NM00058,2
S0CO00534,H8CO06229,2
H8MI08102,H8NJ02166,2
H8GA06393,H8TX32098,2
S6PA00217,H8NC09123,2
S4MI00355,H8MI08102,2
H8NY19181,H8GA06393,2
H0AZ01358,P00009621,2
H8UT04053,H8NJ03206,2
P80000722,P60007168,2
H8ME02185,H8MA03106,2
H8NJ02166,H8UT04053,2
H8CA10167,H8ME02185,2
S8MI00372,H0NC03172,2
H8ME02185,P00009423,2
H8CA10126,H8IL06139,2
P00009423,S8OR00207,2
H8WA08189,H8MI11254,2
H8CA10167,H2CA31125,2
H8IA03124,H8TX23121,2
H8CA10126,P00010793,2
H8MA07032,P00009423,2
H0CA22102,P00009621,2
H0NC09187,H6NC13129,2
P80001571,H8TX02166,2
H8CA48035,H8UT04053,2
H8NJ02166,H6MN02131,2
H8ME02185,H8CA48035,2
H8IL04134,H8NC09123,2
H6GA05217,H8NY15148,2
H8NM01331,H8IL14174,2
P80000722,S4MA00028,2
P80000722,H8VA05114,2
H0GA07208,H8FL26039,2
H8CA25074,P80000722,2
H4CA12055,H8CA25074,2
H8NY11113,P00010298,2
H8TX32098,H8GA06393,2
H8NJ03206,H8CA39174,2
H8CA25074,H8VA02111,2
H2PA17079,H8KS03155,2
H8KS03155,H2PA17079,2
S6ME00159,S2KY00012,2
H4TX19136,S4IA00129,2
H8FL26039,H0GA07208,2
P00009795,H8IL06139,2
P00011833,P00010520,2
S6OH00163,P80000722,2
H8NY11113,H8CA10126,2
H8IA01094,H8MI11254,2
H8MI11254,H8OK05109,2
H0SC02061,H8NC09123,2
H8NC09123,H6WA07458,2
S0AL00156,H8CA45130,2
H8VA07094,H8CT05245,2
H8NJ11142,H8FL26039,2
H8NY19181,H8NY22151,2
H8CT05245,H8IL06139,2
H8NY22151,H8NY21245,2
H8IL06139,H2NV04011,2
H6NV04020,H8CA45130,2
H8IL06139,H8UT04053,2
H8PA18181,H8IA03124,2
H8NC09123,H8ME01120,2
H8TX07140,H8CA10126,2
H0CA03078,H8NC09123,2
H8NC09123,H0GA13115,2
P00009621,S0NH00219,2
H8CA10167,H8FL26039,2
H8CA05035,S8MN00578,2
H8TX21307,H0NC03172,2
H8SC01116,H8MI08102,2
S0NM00058,H8TX23121,2
H8ME02185,H8CA10167,2
P00010454,S0NM00058,2
P00009092,P80000722,2
H8IL14174,P00010298,2
H8IL06139,P00009621,2
H4AZ06045,H0NC09187,2
H0NH02181,S0NH00219,2
H8NC09123,H2CA52089,2
H6NV04020,H8VA07094,2
H8TX07140,H2PA17079,2
P00009621,H8IL03102,2
H6GA05217,H8AZ01104,2
H8NC09123,S0CT00177,2
H6MN02131,H8PA15229,2
P00010298,H8CA48035,2
H8PA18181,H8VA07094,2
H0TX24167,S0TX00233,2
H0NY15160,H8TX23121,2
H8FL26039,H8NJ03206,2
H8NC09123,H0NY24063,2
H8MT01232,P80006117,2
P00010298,H8IL14174,2
H8TX21307,S8MI00372,2
H8IA01094,H8CA10126,2
P60007168,S2WI00219,2
H8GA06393,H8CA45130,2
H8ME02185,H6TN09068,2
H8ME02185,H8UT04053,2
H8PA18181,H6MN02131,2
S0TX00233,H8PA18181,2
H8NC09123,H8GA07201,2
H8TX23121,P00011833,2
H8NC09123,H8PA07200,2
H6MN02131,H8NM02248,2
S0AL00156,H8OK05109,2
S4AK00214,S8MI00372,2
P00009795,H6GA05217,2
H8IL14174,H8IL03102,2
S8NV00156,H8FL26039,2
H8TX23121,H8IA03124,2
H6WA07458,H4CA12055,2
S6IL00151,P00009092,2
H8CO02160,H8NC09123,2
H8PA15229,H8IL06139,2
H8SC01116,H8NY19181,2
H8TX23121,H8MI08102,2
S0CO00468,P00011833,2
H8VA07094,H8PA18181,2
P00009423,H8CT05245,2
H8MI13250,H8MN05239,2
H8TX32098,H8NY19181,2
H8NC09123,S8NY00082,2
H8KS03155,H8NJ03206,2
H8VA07094,H8PA15229,2
H8TX21307,H6NC13129,2
S0AZ00350,S0IA00176,2
S0AZ00350,H8CO06229,2
S0AZ00350,S0NH00219,2
H8IL03102,P00009621,2
P00009795,P00010520,2
S6NH00091,H8ME02185,2
H8OK05109,H8NJ03206,2
S0IA00176,H8IL06139,2
H8VA07094,S0AL00156,2
P60007168,S8OR00207,2
H8TX32098,H8CA48035,2
S4MA00028,H6MN02131,2
H8NM02248,H8MI11254,2
H4WA05077,H0WA03187,2
S0AZ00350,S8OR00207,2
H6NV04020,H8GA06393,2
H8MA03106,H8TX23121,2
H8NY11113,H8NC09123,2
S8AZ00221,S4IA00129,2
H8TX23121,H8VA05114,2
H8CA48035,H8TX23121,2
H8ME02185,H8NJ07223,2
P00009423,H8VA07094,2
H4CA12055,H8TX23121,2
H8IL14174,H8NM01331,2
S0CO00468,H8TX23121,2
S0TX00233,H8FL26039,2
H8NY19181,H8CA39174,2
S0TX00233,H8VA05114,2
S6NV00200,S4MA00028,2
H8VA02111,H8CA25074,2
H8CA39174,H8NJ07223,2
H6MN02131,H2PA17079,2
S0NH00219,S0AZ00350,2
H6NC13129,H0NC09187,2
H8PA18181,H8FL26039,2
H8TX32098,H8PA18181,2
H8NM02248,H8CA39174,2
H8MI11254,H8NM02248,2
H8NC09123,H0MI03282,2
P00011833,S0AZ00350,2
H8TX23121,H8MA07032,2
H8NJ03206,H8UT04053,2
H8TX23121,H8TX10110,2
H8NM02248,H0NM03102,2
H8SC01116,H8TX23121,2
H2PA17079,H8TX07140,2
H8KS03155,S0SC00289,2
H8TX07140,H8NJ07223,2
S0TX00233,P00009423,2
P00009423,H8MT01232,2
P80000722,S6OH00163,2
H8IA01094,H8CA25074,2
H8CA09060,H8CA10167,2
H8IL06139,P00010298,2
S6MT00162,H8NC09123,2
H8PA15229,H8IA03124,2
S0SC00289,S0AL00156,2
H8UT04053,H8CA48035,2
H8TX23121,H8MA03106,2
P00009290,S0NH00219,2
H8ME02185,H8IA01094,2
H8AZ01104,S0AZ00350,2
H8TX07140,H8TX10110,2
H8FL26039,H8OK05109,2
H8VA07094,H8TX32098,2
H8CA25074,P00010298,2
H8TX23121,S0AL00156,2
H8NM02248,H8NY11113,2
H8NY19181,H8OK05109,2
H8MT01232,P00009423,2
H8CA39174,H8NJ03206,2
P00009423,P00006486,2
H8VA07094,H6NV04020,2
S0SC00149,H8CA20059,2
H8IA01094,H8ME02185,2
H8GA06393,H8CA48035,2
S4AR00103,H8CA20059,2
S0TX00233,H8CO06229,2
H8ME02185,H8MI08102,2
H8UT04053,H8NY19181,2
H0GA13115,H8NC09123,2
H8IL06139,H8CA10126,2
H8VA07094,H8CO06229,2
H6MN02131,H8NC09123,2
P00009621,H8VA02111,2
H0GA06168,H0GA07299,2
H4AZ07043,S0NM00058,2
S2WI00219,P60007168,2
H8UT04053,H8NJ11142,2
H8TX32098,H8CA25074,2
H8NC09123,H6VA01117,2
H8IL06139,H8CA25074,2
H8ME02185,H8IL14174,2
H8NY22151,H8UT04053,2
H8VA05114,P80000722,2
H8MI11254,H8NJ11142,2
P00011833,H8TX23121,2
P00011312,H8NC09123,2
S0AZ00350,P00011833,2
H8CO06229,S0CO00534,2
H8IA03124,H8TX32098,2
S4MA00028,S6NH00091,2
H8NM02248,H8NJ02166,2
P80000722,H8MA03106,2
S0AZ00350,H8CA45130,2
H8NJ02166,H8TX23121,2
P00010793,H8CA10126,2
S0AZ00350,S4MA00028,2
S4AR00103,H8TX21307,2
H8IL06139,P00010793,2
S6VA00093,H8NC09123,2
H8OK05109,H8CA45130,2
H4GA13034,H8NC09123,2
H8NC09123,S2CT00132,2
H8CT05245,P00009423,2
H8PA07200,H8NC09123,2
H2WA06129,H8NC09123,2
H8ME01120,H8NC09123,2
S4IA00129,S4AK00214,2
P60007168,S6IL00292,2
H8NC09123,H6CA44103,2
H2NV04011,H8IL06139,2
H8CA10167,H8VA10106,2
H8CA45130,H6NV04020,2
H8NJ02166,H8ME02185,2
S4AR00103,S4CO00395,2
H8NM02248,H8GA06393,2
H4NJ12149,H8NC09123,2
H8TX21307,H4WA04104,2
H2CA00120,P00009621,2
H6MN02131,H8IA01094,2
H8MN03143,H8NY22151,2
H8NC09123,H8MA07032,2
H8NC09123,H8IL04134,2
S8OR00207,P60007168,2
H8TX32098,H8NM02248,2
H6MN02131,H8CA45130,2
H8CA39174,H8CA25074,2
H0IL05096,H8NC09123,2
H8CA10126,H8IA01094,2
H8MI11254,H8CA10167,2
H8TX07140,H8NM02248,2
P00011833,S0CO00468,2
H8NY19181,H8NJ07223,2
H8CA39174,H8TX07140,2
P00010793,H8IL06139,2
H8FL26039,H8PA15229,2
H6MN02131,H8OK05109,2
H8NC09123,H8OK05109,2
H8NC09123,P00011312,2
H8CA39174,H8CA48035,2
H8CA48035,H8NJ11142,2
H8PA04116,H8NJ03206,2
P00009092,S6IL00151,2
H8IA03124,H8CA10167,2
H8NM02248,H8CA25074,2
S0AL00156,H8VA07094,2
H8IL14174,H8NY11113,2
H8VA07094,H8MI08102,2
H6FL07140,H8NC09123,2
H8NJ02166,H8NM02248,2
S0AZ00350,H8IL14174,2
S4MI00355,H8IL06139,2
H8NJ02166,H8VA07094,2
H6MN02131,H8PA18181,2
H8PA18181,S0TX00233,2
H8CA25074,H4CA12055,2
H8VA07094,H8NY22151,2
H8IA01094,H8CA48035,2
H8NC09123,H0IL05096,2
H8NY19181,H8MI08102,2
H8CA25074,H8IA01094,2
H8IA01094,H8IL06139,2
S0NH00219,S0SC00289,2
H8TX07140,H8PA15229,2
H8CA20059,S0SC00149,2
H8IL14174,H8VA02111,2
H8NC09123,S6MT00162,2
P80000722,P00009092,2
H8KS03155,H4PA13199,2
S8MN00578,H8CA05035,2
H8KS03155,H8CA39174,2
H8NC09123,H0TX24167,2
H0NC03172,H8NM02156,2
H8NC09123,H2CA06259,2
S4CO00395,S4PA00121,2
H8MA03106,S0TX00233,2
H6MN02131,P80006117,2
P00010454,P00011999,2
H8CA10167,H2PA17079,2
P80000722,H8IA03124,2
H8PA15229,H8VA07094,2
H8NJ03206,H8KS03155,2
H8IL14174,H8FL26039,2
H8CA10167,H8IA03124,2
H8NJ11142,H8CA45130,2
H8NJ07223,H8KS03155,2
H8CA48035,H8MI08102,2
H6FL18097,S0FL00338,2
H8OK05109,H8NC09123,2
S8MN00578,S6NV00200,2
P80006117,H8TX23121,2
H6NV04020,H8CA10167,2
H8UT04053,H8VA07094,2
S4IA00129,H4TX19136,2
S0AL00156,S0TX00233,2
H8NC09123,H4NJ12149,2
H8IL06139,H8CT05245,2
S6PA00217,S4MA00028,2
H8NM02248,H6NV04020,2
H8CA48035,H8GA06393,2
H8IL06139,H8PA15229,2
H8CT05245,H8VA07094,2
H8WA08189,H6WA07458,2
P00011999,P00010454,2
S8MN00578,S6IL00292,2
H8GA07201,H8NC09123,2
H8FL26039,H8UT04053,2
H6MN02131,H8NJ02166,2
P00009621,S2CT00132,2
H8UT04053,H8NC09123,2
P00009423,P00009290,2
P60007168,P80000722,2
H6TN09068,H8ME02185,2
H8NY22151,H8IL06139,2
H8NJ11142,H8IL06139,2
H8MI11254,H8CO06229,2
H8NM02248,P00009423,2
P00009092,H8NY15148,2
H8PA15229,H8FL26039,2
H6NV04020,H8MI11254,2
S4MA00028,S6NV00200,2
S4VT00017,H8CO06229,2
P00009795,H8CA45130,2
H8TX32098,H8KS03155,2
H8CA45130,S0AL00156,2
S0SC00289,S0NH00219,2
H8IA03124,S0TX00233,2
H8CA25074,P00011312,2
P00010298,P00011312,2
H8CA25074,H8CA39174,2
H2PA17079,H8CA10167,2
H8MI08102,S0AZ00350,2
P00009290,P00009423,2
H8PA15229,H8PA18181,2
H8CA48035,H8FL26039,2
S2TX00312,H0LA01087,2
H8IL06139,H8NJ02166,2
S6IL00292,S8MN00578,2
S4PA00121,S4CO00395,2
S6NV00200,S8MN00578,2
H6OH04082,S2TX00312,2
H0NC03172,H8TX21307,2
S0CT00177,H8NC09123,2
H8MI08102,H8NY19181,2
H8CA25074,H8NY19181,2
P80006117,H8NJ07223,2
H8CA20059,S4AR00103,2
H8CA10167,H8PA18181,2
H8NC09123,S0AR00200,2
H8IL03102,S0AZ00350,2
H6OH04082,H6FL18097,2
H0NH02181,H8IA03124,2
P00009423,H8MA07032,2
S4AK00214,H8TX21307,2
S0AZ00350,H8VA07094,2
P80000722,H8VA02111,2
H8CA10126,H8VA02111,2
H8NY19181,H8FL26039,2
S0NH00219,P00009621,2
H8IA01094,H6MN02131,2
P80006117,H6MN02131,2
H8TX32098,H8CA45130,2
H8FL26039,H8NJ07223,2
H4MS02068,S0SC00289,2
H8VA05114,H8TX23121,2
H8NY19181,H8KS03155,2
H8IA03124,H8CA39174,2
H8TX07140,H8NJ03206,2
H8NC09123,H6MN02131,2
S0NM00074,P60007168,2
H8VA02111,P00009621,2
P80000722,H8CA25074,2
P00010454,H8CO06229,2
H8IL06139,H8AZ08083,2
S0NH00219,S0AL00156,2
H0NC09187,H4AZ06045,2
S8OR00207,P00009423,2
P00010793,H8NM02248,2
S0SC00289,S0NM00058,2
H6NV04020,H8TX32098,2
H8NJ07223,H8NM02248,2
H8OK05109,H8FL26039,2
H8NJ03206,H6MN02131,2
H8NC09123,H8AZ06103,2
H8NJ03206,H8PA18181,2
H8AZ08083,H8NC09123,2
H8IA01094,H8OK05109,2
S0AL00156,S0SC00289,2
H6WA07458,P60007168,2
H8TX07140,H2TX33073,2
H8AZ08083,H8IL06139,2
H8NC09123,H4FL20023,2
H8FL26039,H8IL14174,2
S0CO00286,H8NC09123,2
H8MN05239,H6WA07458,2
P00009621,P00006486,2
H8NY15148,P00009092,2
S4MA00028,P00009621,2
H8PA18181,H8IL06139,2
H8NJ07223,H8TX07140,2
H2TX33073,H8TX07140,2
H8OK05109,S0AZ00350,2
S0TX00233,H8TX25159,2
H8NY11113,H8NM02248,2
P00012054,H8NC09123,2
H8WA08189,H8PA15229,2
H8TX23121,H8SC01116,2
S4AR00103,S2KY00012,2
S4MI00355,S0ME00111,2
H0NC09187,H8CA20059,2
H8CA10126,H8GA06393,2
H6MN02131,H8NJ03206,2
H8PA18181,H8NJ03206,2
H6NV04020,H8NM02248,2
P60007168,H8CA01257,2
H8NY22151,H8NY19181,2
H8NH01210,H8IL06139,2
H8ME02185,H8VA05114,2
P60007168,H6WA07458,2
H8CO06229,P00010454,2
P00009621,H2CA00120,2
H8NY21245,H8NY22151,2
H8NC09123,H0CA03078,2
S8MI00372,H0NC09187,2
H8IL06139,H8NJ11142,2
P00009092,S0ME00111,2
H8IL06139,S0IA00176,2
H6MN02131,H8NY19181,2
H8VA07094,P00009795,2
H8CT05245,H8NJ11142,2
H8CA45130,H8TX32098,2
H8GA06393,H8NM02248,2
H8NC09123,S6PA00217,2
H8NY19181,H6MN02131,2
H8CT05245,H8CO06229,2
H6MI01226,S8AZ00221,2
H8NM02248,H6MN02131,2
S0AZ00350,H8AZ01104,2
S4MA00028,P80000722,2
H8MA07032,H8TX23121,2
H8TX23121,S0NM00058,2
H8PA15229,H8TX07140,2
P60007168,P00009092,2
H8ME02185,H8KS03155,2
H8NC09123,H0SC02061,2
S0AR00200,H8NC09123,2
H8IL06139,H8MT01232,2
P00009795,H8VA07094,2
H8TX32098,H8NJ07223,2
H8CA10167,H6NV04020,2
H8NY19181,H8ME02185,2
H8NJ03206,H8PA04116,2
H8TX10110,H8TX07140,2
